zip	type	decommissioned	primary_city	acceptable_cities	unacceptable_cities	state	county	timezone	area_codes	world_region	country	approximate_latitude	approximate_longitude	population_center_latitude	population_center_longitude	polygon_offset_latitude	polygon_offset_longitude	internal_point_latitude	internal_point_longitude	latitude_min	latitude_max	longitude_min	longitude_max	area_land	area_water	housing_count	irs_estimated_households_2015	irs_estimated_households_2014	irs_estimated_households_2013	irs_estimated_households_2012	irs_estimated_households_2011	irs_estimated_households_2010	irs_estimated_households_2009	irs_estimated_households_2008	irs_estimated_households_2007	irs_estimated_households_2006	irs_estimated_households_2005	acs_estimated_households_2016	acs_estimated_households_2016_margin	acs_estimated_households_2015	acs_estimated_households_2015_margin	acs_estimated_households_2014	acs_estimated_households_2014_margin	acs_estimated_households_2013	acs_estimated_households_2013_margin	acs_estimated_households_2012	acs_estimated_households_2012_margin	acs_estimated_households_2011	acs_estimated_households_2011_margin	population_count	irs_estimated_population_2015	irs_estimated_population_2014	irs_estimated_population_2013	irs_estimated_population_2012	irs_estimated_population_2011	irs_estimated_population_2010	irs_estimated_population_2009	irs_estimated_population_2008	irs_estimated_population_2007	irs_estimated_population_2006	irs_estimated_population_2005	acs_estimated_population_2016	acs_estimated_population_2016_margin	acs_estimated_population_2015	acs_estimated_population_2015_margin	acs_estimated_population_2014	acs_estimated_population_2014_margin	acs_estimated_population_2013	acs_estimated_population_2013_margin	acs_estimated_population_2012	acs_estimated_population_2012_margin	acs_estimated_population_2011	acs_estimated_population_2011_margin	white	black_or_african_american	american_indian_or_alaskan_native	asian	native_hawaiian_and_other_pacific_islander	other_race	two_or_more_races	total_male_population	total_female_population	pop_under_10	pop_10_to_19	pop_20_to_29	pop_30_to_39	pop_40_to_49	pop_50_to_59	pop_60_to_69	pop_70_to_79	pop_80_plus	percent_population_in_poverty	median_earnings_past_year	median_household_income	median_gross_rent	median_home_value	percent_high_school_graduate	percent_bachelors_degree	percent_graduate_degree
78764	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	137	134	133	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	199	212	219	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
73301	UNIQUE	0	Austin	NULL	Irs Service Center	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1599	1798	340	251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1955	2151	476	433	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78691	PO BOX	0	Pflugerville	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.44	-97.62	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	696	743	629	618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1330	1319	1182	1220	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78708	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	450	446	440	437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	782	751	773	735	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78709	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	530	533	453	461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	905	923	782	807	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78711	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	266	269	251	233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	434	428	404	401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78714	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	742	846	694	637	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1253	1429	1213	1176	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78715	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	590	565	518	519	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1032	949	869	942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78716	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	511	532	516	521	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	880	872	878	914	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78720	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	800	780	710	705	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1335	1278	1171	1234	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78755	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	475	572	465	491	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	750	844	731	763	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78760	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	467	521	426	483	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	924	996	823	955	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78761	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	495	552	437	455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	996	1105	938	1066	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78763	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	398	419	407	403	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	587	639	620	647	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78765	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	385	383	313	338	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	542	546	440	501	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78766	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	437	479	403	435	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	673	755	649	702	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78767	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	475	813	448	473	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	705	1010	659	702	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78768	PO BOX	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	510	608	535	571	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	695	818	763	824	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78712	STANDARD	0	Austin	NULL	"The University Of Texas, University Of Texas, Ut"	TX	Travis County	America/Chicago	"512,737"	NA	US	30.28	-97.73	30.28143	-97.73531	30.2815	-97.7319	30.28217	-97.731	30.2785	30.2932	-97.7418	-97.7274	824715	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45	45	33	0	13	0	13	0	13	0	13	0	13	0	95	860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	54	61	42	848	312	828	329	557	261	548	354	554	367	544	535	608	50	1	144	0	29	28	432	428	0	674	184	2	0	0	0	0	0	NULL	2499	0	0	0	NULL	NULL	NULL
78653	STANDARD	0	Manor	Webberville	"Cele, Daffan, Gregg, Kimbro, Manda, New Sweden"	TX	Travis County	America/Chicago	512	NA	US	30.34	-97.55	30.34106	-97.53758	30.3317	-97.5371	30.33969	-97.52351	30.1978	30.4852	-97.639	-97.4234	271878667	1298449	5532	9110	8550	8110	7690	7243	6959	6978	6815	7032	5864	5249	6387	417	6065	458	6083	413	5659	365	5487	409	5053	399	16375	19180	19180	18660	18020	16957	16336	16345	15408	15132	12998	11703	19328	1123	19072	1285	17968	1309	16917	1390	15783	1280	14631	1454	9143	3320	140	312	17	2782	661	8141	8234	3218	2472	2154	3061	2219	1719	934	414	184	14.8374	31840	59763	1328	141200	80.0707	23.4427	5.8354
78734	STANDARD	0	Austin	"Bee Cave, Bee Caves, Lakeway"	Hudson Bend	TX	Travis County	America/Chicago	512	NA	US	30.38	-97.95	30.37626	-97.95547	30.3682	-97.9413	30.37835	-97.95121	30.3239	30.4375	-98.0245	-97.8992	51899338	11131728	8345	10140	9960	9870	9660	9388	8893	8628	8568	8417	7784	7463	8699	293	8455	359	8215	308	8052	267	7891	327	7603	289	17655	19730	19730	19490	19450	18740	18161	17383	16720	16181	15289	15520	18997	879	18948	781	18498	954	18290	805	17824	990	16729	814	15787	148	73	291	11	988	357	8943	8712	2047	2229	1362	2208	2882	3287	2056	976	608	9.3853	42826	87300	1300	326900	94.0472	50.438	15.9574
78735	STANDARD	0	Austin	Sunset Valley	Oak Hill	TX	Travis County	America/Chicago	512	NA	US	30.27	-97.87	30.25753	-97.85742	30.2633	-97.8697	30.26814	-97.86919	30.2313	30.3071	-97.927	-97.7966	53222108	502	7572	8350	8060	7920	7840	7884	7478	7289	7182	7061	6631	6186	7973	186	8013	162	7974	173	7804	192	7708	146	7603	152	16131	15460	15460	15220	15250	15170	14540	14191	13559	13072	12405	12160	16948	1019	17438	898	17548	1019	17118	1094	16882	1070	16024	951	13526	260	92	926	7	910	410	7797	8334	2127	1708	2311	2668	2277	2085	1422	656	877	4.9763	48630	79984	1147	373400	94.6363	66.5415	25.2336
78736	STANDARD	0	Austin	"Bee Cave, Bee Caves"	"Circleville, Oak Hill"	TX	Travis County	America/Chicago	512	NA	US	30.26	-97.96	30.24246	-97.91142	30.2551	-97.9558	30.26108	-97.95943	30.2198	30.3069	-98.0251	-97.8748	75077422	0	2806	3980	3920	3920	3930	3914	3774	3579	3571	3667	3386	3246	3180	179	3200	192	3095	157	3010	155	3101	148	2988	165	6946	7340	7340	7350	7370	7307	7155	6904	6678	6854	6466	6483	7951	524	7621	549	7030	464	6599	497	6841	518	6599	490	6080	86	32	247	13	292	196	3419	3527	872	790	601	981	1122	1344	733	307	196	4.3445	41469	84940	1236	228900	95.4237	53.9849	19.0227
78617	STANDARD	0	Del Valle	NULL	"Elroy, Garfield"	TX	Travis County	America/Chicago	512	NA	US	30.16	-97.6	30.16127	-97.6167	30.1584	-97.6106	30.15098	-97.60732	30.0671	30.2317	-97.6844	-97.5106	179717734	1188267	6027	9530	9070	8640	8160	7892	7537	7285	6898	6852	6065	5527	6941	285	6776	328	6540	313	6199	383	5999	334	5775	307	22210	22050	22050	21440	20540	20261	19545	18598	17043	16463	14801	13714	26126	1644	25473	1521	23025	1416	21096	1443	19553	1439	18572	1227	12868	2302	292	293	14	5714	727	11985	10225	4192	3893	3638	3868	2948	2102	1017	384	168	21.0665	25422	45212	1105	99700	66.9089	12.4618	1.9737
78703	STANDARD	0	Austin	NULL	Tarrytown	TX	Travis County	America/Chicago	512	NA	US	30.29	-97.77	30.29005	-97.7644	30.2936	-97.7692	30.29327	-97.76605	30.265	30.3281	-97.7861	-97.7471	14451214	722351	10425	11000	10920	10810	10850	11358	10765	10393	10162	9901	9449	9384	10989	312	10813	280	10714	266	10511	260	10252	220	10060	295	19690	18330	18330	18170	18240	18553	17829	17478	16751	16059	15507	16088	20815	714	20530	855	20061	762	19860	733	19873	854	19579	1042	17479	259	72	1167	7	307	399	9744	9946	2399	1625	3618	3767	2733	2552	1836	677	483	8.2047	47788	80569	1192	641200	99.2636	84.7037	40.1459
78704	STANDARD	0	Austin	NULL	Travis Heights	TX	Travis County	America/Chicago	"512,737"	NA	US	30.24	-97.77	30.24246	-97.76523	30.2441	-97.7585	30.24303	-97.76508	30.2156	30.2675	-97.8025	-97.735	22545278	286587	23575	26970	25680	24680	24290	23736	22999	22045	21269	21810	20093	19634	24918	288	24312	259	23817	258	23557	218	23358	282	23105	241	42117	37100	37100	35950	35730	35277	34687	33292	31865	32230	30321	30338	46474	1549	44668	1524	42770	1231	41999	1447	41709	1408	41616	1701	33444	1559	366	786	15	4472	1475	21261	20856	4142	3616	11167	9083	5271	4460	2592	1011	775	20.0265	32050	50930	983	347500	93.2381	57.7253	20.6264
78725	STANDARD	0	Austin	NULL	Hornsby Bend	TX	Travis County	America/Chicago	512	NA	US	30.23	-97.61	30.23999	-97.59872	30.2313	-97.5746	30.23028	-97.60852	30.2061	30.2857	-97.6848	-97.5416	45515870	1828078	1978	3860	3450	3290	3120	2882	2726	2611	2476	2420	2077	1955	2517	199	2370	220	2462	235	2594	216	2375	244	2172	205	6083	7350	7350	7010	6930	6393	6203	5969	5651	5291	4804	4629	7931	936	7343	1146	7612	1313	8169	1257	6477	870	6021	721	2924	1838	96	55	13	970	187	2988	3095	1160	1077	864	1069	830	627	298	116	42	16.6791	24622	52381	1289	111800	63.8623	14.13	2.7151
78731	STANDARD	0	Austin	NULL	Camp Mabry	TX	Travis County	America/Chicago	512	NA	US	30.35	-97.77	30.34794	-97.76356	30.3504	-97.7699	30.34824	-97.76814	30.307	30.3908	-97.7969	-97.7434	22253088	551387	12984	13710	13460	13300	13420	13493	13141	12957	12884	13037	12670	12647	13412	214	13264	239	13121	247	12952	247	12899	261	12985	218	24614	23730	23730	23360	23690	23431	22875	22619	21902	21825	21197	22367	27401	872	26595	937	26412	737	25575	761	24716	699	24898	816	21368	333	67	1928	9	357	552	12014	12600	2568	2113	4524	3409	3286	3503	2416	1458	1337	9.927	46038	75269	1098	442300	98.4073	75.4184	34.7749
78732	STANDARD	0	Austin	NULL	"Four Points, Marshall Ford"	TX	Travis County	America/Chicago	512	NA	US	30.38	-97.9	30.36718	-97.89887	30.373	-97.8952	30.37789	-97.89503	30.326	30.4383	-97.9347	-97.8541	34322161	7904823	5033	6540	6140	6030	6020	5852	5390	5116	4772	4463	3969	3576	5953	257	5823	285	5560	323	5370	272	5181	245	4851	270	14060	16320	16320	16320	16220	15759	14793	13933	12661	11638	10272	9351	16851	1228	16269	1113	15312	1051	15097	1008	14307	847	13389	784	11767	239	42	1379	5	239	389	6978	7082	3359	2051	618	2783	2912	1221	735	233	148	2.2442	72778	131216	1702	389900	99.9668	75.7462	31.4172
78741	STANDARD	0	Austin	NULL	Montopolis	TX	Travis County	America/Chicago	512	NA	US	30.23	-97.71	30.23163	-97.71855	30.2313	-97.7115	30.23047	-97.71408	30.2121	30.2506	-97.7494	-97.6765	19675268	557550	20500	23380	22790	21340	20150	19401	18891	18127	16109	17274	15446	14552	23171	290	22555	337	21705	342	21309	277	20946	281	20675	305	44935	37200	37200	36040	36100	36184	36505	34979	29963	30516	27717	26819	51981	1745	51770	1783	51274	2083	48654	1799	48246	2051	46959	1832	24139	4743	550	1831	39	11893	1740	23969	20966	6822	5344	15844	7170	4275	3158	1427	601	294	41.453	16674	30871	851	127500	67.7485	21.8381	6.9717
78744	STANDARD	0	Austin	NULL	"Bluff Springs, Colton, Pilot Knob"	TX	Travis County	America/Chicago	512	NA	US	30.18	-97.73	30.18794	-97.74922	30.1847	-97.7189	30.17701	-97.72589	30.1454	30.2223	-97.7899	-97.6829	55420088	12136	13720	20100	20070	19280	18890	19140	17616	17050	16218	16654	14952	14064	14544	319	14132	298	14062	238	13990	257	14083	272	14094	298	42820	43740	43740	43060	43770	44191	42687	41169	37462	37145	34456	33036	47211	1549	46408	1654	45830	1808	44375	1423	43452	1663	41593	1541	22153	3663	802	401	50	14040	1711	21661	21159	8549	7125	8577	6857	5231	3808	1749	670	254	26.9463	22020	41721	962	106500	64.5992	13.6402	3.6342
78748	STANDARD	0	Austin	NULL	San Leanna	TX	Travis County	America/Chicago	512	NA	US	30.17	-97.82	30.16838	-97.82464	30.1653	-97.8306	30.16711	-97.824	30.1369	30.1953	-97.8603	-97.782	32825971	3309	16857	24480	24030	23420	22750	21914	20674	20052	19177	18642	16360	15075	18842	263	18420	304	17707	299	16994	293	16396	256	15643	274	40651	43440	43440	42530	41820	40466	39022	37846	35484	34606	31522	30766	47966	1383	46679	1398	44907	1717	41710	1425	40290	1403	37784	1491	30993	2105	320	1642	34	4082	1475	19670	20981	5867	4750	7508	7780	5783	4835	2530	1031	567	10.0406	35789	66309	1138	187900	92.9011	41.8722	11.482
78749	STANDARD	0	Austin	NULL	Oak Hill	TX	Travis County	America/Chicago	512	NA	US	30.22	-97.86	30.21451	-97.85872	30.2154	-97.8586	30.21617	-97.856	30.1774	30.2364	-97.8944	-97.8209	26078450	456	14857	17490	17460	17260	17370	17078	16665	16540	16550	16805	15992	15624	15573	259	15299	292	15037	244	14865	207	14800	243	14708	262	34449	32880	32880	32680	32950	32566	32225	31915	31321	31616	30483	31184	36478	1213	36210	1262	35183	1022	34392	1019	34391	1010	33947	1007	27894	1129	186	2700	34	1442	1064	16863	17586	4900	3886	4827	6606	5546	4831	2394	854	605	6.2969	46661	84907	1178	237800	97.4709	61.0815	21.2687
78753	STANDARD	0	Austin	NULL	Dessau	TX	Travis County	America/Chicago	512	NA	US	30.38	-97.67	30.37193	-97.67934	30.4032	-97.6646	30.38248	-97.67347	30.3326	30.4345	-97.7124	-97.6385	28404279	0	19630	24710	24300	23320	22460	21854	20748	19685	18905	19342	17600	16895	20708	395	20312	465	20275	427	20023	415	20412	407	20620	424	49301	50670	50670	49530	49340	49495	47720	45216	41108	40465	37584	36602	56131	2368	55077	2267	53994	1888	52674	2286	52384	2236	51547	2222	26031	6141	632	3373	24	11166	1934	25647	23654	9073	6417	9947	8591	6304	4775	2452	1097	645	27.1386	21417	38884	852	135700	70.3267	19.8858	4.9926
78754	STANDARD	0	Austin	NULL	"Dell Computers, Sprinkle"	TX	Travis County	America/Chicago	512	NA	US	30.36	-97.64	30.36273	-97.64645	30.3436	-97.6617	30.35566	-97.64468	30.3257	30.407	-97.6873	-97.6018	34325144	7168	6492	10340	9690	9240	8440	7888	7515	6778	6432	5914	4856	4421	8091	346	7616	280	6940	297	6502	255	6081	247	6238	259	15036	19330	19330	18390	16770	15664	15016	13702	12374	11110	9097	8454	21764	1453	19020	1413	16494	1231	15109	1111	13570	1015	13326	976	7504	3068	113	1808	19	1887	637	7464	7572	2505	1651	3161	3034	1974	1491	753	319	148	11.5043	31936	54896	997	163000	91.0309	35.3524	10.9299
78759	STANDARD	0	Austin	NULL	Balcones	TX	Travis County	America/Chicago	512	NA	US	30.4	-97.76	30.40338	-97.75454	30.4108	-97.7647	30.40265	-97.76106	30.3613	30.4343	-97.8126	-97.7082	36045451	0	20640	22420	22100	21880	21520	21491	21010	20886	20623	21199	20573	20144	21656	370	21062	294	20933	347	21010	325	20872	310	20759	335	38891	37970	37970	37740	37280	36857	36296	35858	34480	35024	34242	35234	41415	1173	40629	1068	40067	834	39895	977	39850	980	40602	1176	31364	1210	139	4092	25	1030	1031	19048	19843	3906	3515	7124	6547	5748	5479	3412	1805	1355	6.8664	43213	66828	984	312300	97.0262	64.1107	26.3544
